source,source_id,seq,name_raw,표준명,근거
nongjeongwon,470,8,설탕,설탕,그대로
nongjeongwon,470,9,다진마늘,마늘,가공 상태 통합
nongjeongwon,470,10,참기름,참기름,그대로
nongjeongwon,470,11,소금,소금,그대로
nongjeongwon,470,12,후춧가루,후추,가루 표기 통합
nongjeongwon,39665,1,잣,잣,그대로
nongjeongwon,39665,2,통후추,통후추,그대로
nongjeongwon,39665,3,대추,대추,그대로
nongjeongwon,39665,4,양파,양파,그대로
nongjeongwon,39665,5,대파,대파,그대로
nongjeongwon,39665,6,소금,소금,그대로
nongjeongwon,39665,7,인삼,인삼,그대로
nongjeongwon,39665,8,땅콩,땅콩,그대로
nongjeongwon,39665,9,볶은 흑임자(검은깨),흑임자,가공 상태 통합(볶은)
nongjeongwon,39665,10,닭,닭고기,표기 통합(닭)
nongjeongwon,39665,11,참쌀,찹쌀,"조리과정에 ""찹쌀은 씻어 1시간 이상 불려두었다가"" — 원문 표기 참쌀은 오타"
mfds,131,1,소면,국수,표기 통합(소면)
mfds,131,2,함초,함초,그대로
mfds,131,3,노루궁뎅이버섯,노루궁뎅이버섯,어휘없음 — 349종에 없음
mfds,131,4,다시마,다시마,그대로
mfds,131,5,파,대파,중량 140g(1/2개)로 대파. 어휘에 '파' 없음
mfds,131,6,양파,양파,그대로
mfds,131,7,무,무,그대로
mfds,131,8,모시조개,모시조개,그대로
mfds,131,9,냉이,냉이,어휘없음 — 349종에 냉이 없음
mfds,131,10,간장,간장,그대로
mfds,131,11,달걀,계란,확정 표기(달걀→계란)
mfds,131,12,청고추,청고추,그대로
mfds,131,13,실고추,실고추,어휘없음 — 건조 구분 원칙상 홍고추로 접을 수 없음
mfds,636,1,돼지고기,돼지고기,그대로
mfds,636,2,배춧잎,배춧잎,그대로
mfds,636,3,부추,부추,그대로
mfds,636,4,쌀,쌀,그대로
mfds,636,5,당근,당근,그대로
mfds,636,6,표고버섯,표고버섯,그대로
mfds,636,7,양파,양파,그대로
mfds,636,8,애호박,애호박,그대로
mfds,636,9,우렁이,우렁이,어휘없음 — 349종에 우렁이 없음
mfds,636,10,된장,된장,그대로
mfds,398,1,밥,쌀,"조리 단계 통합(밥→쌀, D-021)"
mfds,398,2,맛간장,간장,표기 통합(맛간장)
mfds,398,3,전분가루,전분,표기 통합(전분가루)
mfds,398,4,팽이버섯,팽이버섯,그대로
mfds,398,5,흰후추,후추,판별 근거 없을 때 구분 안 만듦(D-027) — 흰후추
mfds,398,6,달걀,계란,확정 표기(달걀→계란)
mfds,398,7,다진소고기,소고기,가공 상태 통합(다진)
mfds,398,8,다진돼지고기,돼지고기,가공 상태 통합(다진)
mfds,398,9,다진양파,양파,가공 상태 통합(다진)
mfds,398,10,다진쪽파,쪽파,가공 상태 통합(다진)
mfds,398,11,맛간장,간장,표기 통합(맛간장)
mfds,398,12,후추,후추,그대로
mfds,398,13,토마토,토마토,그대로
mfds,398,14,미나리,미나리,그대로
mfds,398,15,맛간장,간장,표기 통합(맛간장)
mfds,398,16,청고추,청고추,그대로
mfds,398,17,홍고추,홍고추,그대로
mfds,500,1,닭가슴살,닭고기,부위 통합(가슴살)
mfds,500,2,생강즙,생강,즙→원물 통합(D-033)
mfds,500,3,정종,청주,동시 등장 0건 병합 — 정종=청주(D-028)
mfds,500,4,시금치,시금치,그대로
mfds,500,5,당근,당근,그대로
mfds,500,6,양파,양파,그대로
mfds,500,7,샐러리,샐러리,그대로
mfds,500,8,파프리카,파프리카,그대로
mfds,500,9,느타리,느타리버섯,표기 통합(느타리)
mfds,500,10,주꾸미,주꾸미,그대로
mfds,500,11,새우,새우,그대로
mfds,500,12,청경채,청경채,그대로
mfds,500,13,누룽지,누룽지,그대로
mfds,500,14,튀김기름,식용유,용도 표기 통합(튀김기름)
mfds,500,15,육수,육수,그대로
mfds,500,16,저염간장,간장,표기 통합(저염간장)
mfds,500,17,녹말가루,녹말가루,그대로
mfds,500,18,마늘,마늘,그대로
mfds,500,19,소금,소금,그대로
mfds,500,20,후춧가루,후추,가루 표기 통합
mfds,670,1,닭고기,닭고기,그대로
mfds,670,2,새우,새우,그대로
mfds,670,3,베이컨,베이컨,그대로
mfds,670,4,마늘,마늘,그대로
mfds,670,5,바질,바질,그대로
mfds,670,6,아스파라거스,아스파라거스,그대로
mfds,670,7,새송이버섯,새송이버섯,그대로
mfds,670,8,치즈,체다치즈,수량 단위 1장 — 슬라이스 치즈
mfds,670,9,버터,버터,그대로
mfds,670,10,소금,소금,그대로
mfds,670,11,후춧가루,후추,가루 표기 통합
mfds,534,1,백김치,백김치,그대로
mfds,534,2,주꾸미,주꾸미,그대로
mfds,534,3,파,대파,어휘에 '파' 없어 대파로 배정
mfds,534,4,양상추,양상추,그대로
mfds,534,5,홍고추,홍고추,그대로
mfds,534,6,어린잎,어린잎,그대로
mfds,534,7,저염간장,간장,표기 통합(저염간장)
mfds,534,8,식초,식초,그대로
mfds,534,9,설탕,설탕,그대로
mfds,534,10,꿀,꿀,그대로
mfds,534,11,레몬,레몬,그대로
mfds,534,12,양파,양파,그대로
mfds,534,13,마늘,마늘,그대로
mfds,228,1,당근,당근,그대로
mfds,228,2,피망,피망,그대로
mfds,228,3,양파,양파,그대로
mfds,228,4,밥,쌀,"조리 단계 통합(밥→쌀, D-021)"
mfds,228,5,마요네즈,마요네즈,그대로
mfds,228,6,통조림 연어,연어,가공 상태 통합(통조림)
mfds,228,7,식초,식초,그대로
mfds,228,8,데리야키소스,데리야키소스,어휘없음 — 349종에 없음
mfds,228,9,달걀,계란,확정 표기(달걀→계란)
mfds,228,10,빵가루,빵가루,그대로
mfds,228,11,어린잎채소,어린잎채소,그대로
mfds,228,12,식초,식초,그대로
mfds,228,13,레몬즙,레몬,즙→원물 통합(D-033)
mfds,228,14,간장,간장,그대로
mfds,228,15,다진 마늘,마늘,가공 상태 통합
mfds,228,16,꿀,꿀,그대로
mfds,228,17,올리브유,올리브유,그대로
mfds,228,18,참깨,참깨,그대로
mfds,330,1,파스타면,스파게티면,표기 통합(파스타면)
mfds,330,2,열무김치,열무김치,그대로
mfds,330,3,오이,오이,그대로
mfds,330,4,청홍고추,고추,판별불가 — 청·홍 혼합 표기라 품종 단일 배정 불가
mfds,330,5,노란 파프리카,파프리카,색 수식 제거(노란)
mfds,330,6,양파,양파,그대로
mfds,330,7,당근,당근,그대로
mfds,330,8,생들기름,들기름,어휘에 생들기름 없음 → 들기름 통합
mfds,330,9,통깨,통깨,그대로
mfds,330,10,청양고추,청양고추,그대로
mfds,364,1,"두가지 묵(올방개묵, 검정깨묵)","두가지 묵(올방개묵, 검정깨묵)",어휘없음 — 올방개묵·검정깨묵 349종에 없음
mfds,364,2,당귀잎,당귀잎,어휘없음 — 349종에 당귀 없음
mfds,364,3,양파,양파,그대로
mfds,364,4,노란 파프리카,파프리카,색 수식 제거(노란)
mfds,364,5,알배추,알배추,그대로
mfds,364,6,저염간장,간장,표기 통합(저염간장)
mfds,364,7,유자청,유자청,그대로
mfds,364,8,다진청고추,청고추,가공 상태 통합(다진)
mfds,364,9,다진홍고추,홍고추,가공 상태 통합(다진)
mfds,364,10,다진대파,대파,가공 상태 통합(다진)
mfds,262,1,콩,콩,그대로
mfds,262,2,양파,양파,그대로
mfds,262,3,양송이버섯,양송이버섯,그대로
mfds,262,4,토마토,토마토,그대로
mfds,262,5,설탕,설탕,그대로
mfds,262,6,후춧가루,후추,가루 표기 통합
mfds,262,7,파슬리가루,파슬리가루,그대로
mfds,18,1,새송이버섯,새송이버섯,그대로
mfds,18,2,올리브유,올리브유,그대로
mfds,18,3,두유,두유,그대로
mfds,18,4,생크림,생크림,그대로
mfds,18,5,청양고추,청양고추,그대로
mfds,18,6,후추,후추,그대로
mfds,18,7,새싹채소,새싹채소,그대로
mfds,296,1,새송이버섯,새송이버섯,그대로
mfds,296,2,가지,가지,그대로
mfds,296,3,브로콜리,브로콜리,그대로
mfds,296,4,양파,양파,그대로
mfds,296,5,파프리카,파프리카,그대로
mfds,296,6,방울토마토,토마토,어휘에 방울토마토 없음 → 토마토 통합
mfds,296,7,아스파라거스,아스파라거스,그대로
mfds,296,8,올리브유,올리브유,그대로
mfds,296,9,어린잎채소,어린잎채소,그대로
mfds,296,10,곤약,곤약,그대로
mfds,296,11,두부,두부,그대로
mfds,296,12,쇠고기,소고기,확정 표기(쇠고기→소고기)
mfds,296,13,양파,양파,그대로
mfds,296,14,당근,당근,그대로
mfds,296,15,셀러리,샐러리,확정 표기(셀러리→샐러리)
mfds,296,16,마늘,마늘,그대로
mfds,296,17,대파,대파,그대로
mfds,296,18,맛술,맛술,그대로
mfds,296,19,후춧가루,후추,가루 표기 통합
mfds,296,20,찹쌀가루,찹쌀가루,그대로
mfds,296,21,빵가루,빵가루,그대로
mfds,296,22,달걀,계란,확정 표기(달걀→계란)
mfds,296,23,유자청,유자청,그대로
mfds,296,24,저염간장,간장,표기 통합(저염간장)
mfds,296,25,물,물,그대로
mfds,568,1,새우,새우,그대로
mfds,568,2,청경채,청경채,그대로
mfds,568,3,달걀,계란,확정 표기(달걀→계란)
mfds,568,4,치킨육수,닭육수,표기 통합(치킨육수)
mfds,568,5,전분,전분,그대로
mfds,568,6,후춧가루,후추,가루 표기 통합
mfds,568,7,요리술,맛술,표기 통합(요리술)
mfds,568,8,소금,소금,그대로
mfds,432,1,다진소고기,소고기,가공 상태 통합(다진)
mfds,432,2,계란,계란,그대로
mfds,432,3,밀가루,밀가루,그대로
mfds,432,4,식용유,식용유,그대로
mfds,432,5,단호박,단호박,그대로
mfds,432,6,감자,감자,그대로
mfds,432,7,로즈마리,로즈마리,그대로
mfds,432,8,참기름,참기름,그대로
mfds,432,9,맛간장,간장,표기 통합(맛간장)
mfds,432,10,생강청,생강청,그대로
mfds,432,11,흰후추,후추,판별 근거 없을 때 구분 안 만듦(D-027) — 흰후추
mfds,432,12,다진마늘,마늘,가공 상태 통합
mfds,432,13,통깨,통깨,그대로
mfds,432,14,딸기잼,딸기잼,그대로
mfds,432,15,오미자청,오미자청,어휘없음 — 생강청·유자청은 별도 표준명인데 오미자청은 349종에 없음
mfds,432,16,물,물,그대로
mfds,602,1,연어,훈제연어,"조리과정에 ""훈제 연어는 슬라이스로 썰어서 굽는다"""
mfds,602,2,새우,새우,그대로
mfds,602,3,애호박,애호박,그대로
mfds,602,4,사과,사과,그대로
mfds,602,5,오렌지,오렌지,그대로
mfds,602,6,레몬,레몬,그대로
mfds,602,7,석류주스,석류주스,어휘없음 — 349종에 석류주스 없음
mfds,602,8,판젤라틴,젤라틴,형태 표기 통합(판젤라틴)
mfds,466,1,돼지등심,돼지고기,부위 통합(등심)
mfds,466,2,소금,소금,그대로
mfds,466,3,후춧가루,후추,가루 표기 통합
mfds,466,4,깻잎,깻잎,그대로
mfds,466,5,당근,당근,그대로
mfds,466,6,청피망,피망,표기 통합(청피망)
mfds,466,7,양파,양파,그대로
mfds,466,8,치즈,치즈,판별불가 — 종류 명시 없고 어휘에 상위어 '치즈' 없음
mfds,466,9,밀가루,밀가루,그대로
mfds,466,10,달걀,계란,확정 표기(달걀→계란)
mfds,466,11,빵가루,빵가루,그대로
mfds,466,12,튀김기름,식용유,용도 표기 통합(튀김기름)
mfds,466,13,마요네즈,마요네즈,그대로
mfds,466,14,두부,두부,그대로
mfds,466,15,생크림,생크림,그대로
mfds,466,16,요구르트,요거트,표기 통합(요구르트)
mfds,466,17,설탕,설탕,그대로
mfds,466,18,머스터드,머스터드,그대로
mfds,466,19,어린잎,어린잎,그대로
mfds,711,1,갈치,갈치,그대로
mfds,711,2,현미유,식용유,중성 조리유 통합(현미유)
mfds,711,3,고추장,고추장,그대로
mfds,711,4,양파,양파,그대로
mfds,711,5,파,대파,어휘에 '파' 없어 대파로 배정
mfds,711,6,다진 마늘,마늘,가공 상태 통합(다진)
mfds,711,7,간장,간장,그대로
mfds,711,8,매실액,매실액,그대로
mfds,711,9,고춧가루,고춧가루,그대로
mfds,711,10,다진 생강,생강,가공 상태 통합(다진)
mfds,711,11,통깨,통깨,그대로
mfds,711,12,후춧가루,후추,가루 표기 통합
mfds,3062,1,건미역,미역,어휘에 건미역 없음 → 미역(미역은 건조 유통이 기본)
mfds,3062,2,마,마,그대로
mfds,3062,3,깐들깨가루,들깻가루,표기 통합(깐들깨가루)
mfds,3062,4,건다시마,건다시마,그대로
mfds,3062,5,참기름,참기름,그대로
mfds,3062,6,마늘,마늘,그대로
mfds,3062,7,물,물,그대로
mfds,3278,1,양파,양파,그대로
mfds,3278,2,토마토,토마토,그대로
mfds,3278,3,새우,새우,그대로
mfds,3278,4,쌀,쌀,그대로
mfds,3278,5,카레가루,카레가루,그대로
mfds,3278,6,황태 머리,황태,부위 통합(머리)
mfds,3278,7,다시마,다시마,그대로
mfds,3278,8,다진 마늘,마늘,가공 상태 통합(다진)
mfds,3278,9,파슬리가루,파슬리가루,그대로
mfds,3278,10,후춧가루,후추,가루 표기 통합
mfds,3469,1,커리 소스,커리 소스,어휘없음 — 카레가루와 형태가 달라 접을 수 없음
mfds,3469,2,홍새우 튀김,새우,가공 상태 통합(홍새우 튀김 — 간편식 완제품)
mfds,3469,3,컬리플라워,콜리플라워,확정 표기(컬리플라워→콜리플라워)
mfds,3469,4,감자튀김,감자,가공 상태 통합(감자튀김 — 간편식 완제품)
mfds,3469,5,감자,감자,그대로
mfds,3469,6,불린 미역,미역,가공 상태 통합(불린)
mfds,3469,7,양파,양파,그대로
mfds,3469,8,식용유,식용유,그대로
mfds,3469,9,물,물,그대로
mfds,2980,1,오이,오이,그대로
mfds,2980,2,무,무,그대로
mfds,2980,3,홍고추,홍고추,그대로
mfds,2980,4,파프리카,파프리카,그대로
mfds,2980,5,당근,당근,그대로
mfds,2980,6,미나리,미나리,그대로
mfds,2980,7,식초,식초,그대로
mfds,2980,8,배,배,그대로
mfds,2980,9,고춧가루,고춧가루,그대로
mfds,2980,10,설탕,설탕,그대로
mfds,884,1,멸치중간것,멸치,크기 수식 제거(중간것)
mfds,884,2,찹쌀가루,찹쌀가루,그대로
mfds,884,3,식용유,식용유,그대로
mfds,884,4,땅콩,땅콩,그대로
mfds,884,5,고추장,고추장,그대로
mfds,884,6,간장,간장,그대로
mfds,884,7,양파즙,양파,즙→원물 통합(D-033)
mfds,884,8,마늘즙,마늘,즙→원물 통합(D-033)
mfds,884,9,생강즙,생강,즙→원물 통합(D-033)
mfds,884,10,맛술,맛술,그대로
mfds,884,11,설탕,설탕,그대로
mfds,884,12,물엿,물엿,그대로
mfds,884,13,식용유,식용유,그대로
mfds,884,14,참기름,참기름,그대로
mfds,884,15,흑임자,흑임자,그대로
mfds,884,16,실파,실파,그대로
mfds,937,1,새우 살,새우,부위 통합(살)
mfds,937,2,달걀흰자,계란흰자,확정 표기(달걀→계란)
mfds,937,3,전분,전분,그대로
mfds,937,4,당면불린것,당면,가공 상태 통합(불린것)
mfds,937,5,팽이버섯,팽이버섯,그대로
mfds,937,6,부추,부추,그대로
mfds,937,7,홍고추,홍고추,그대로
mfds,937,8,다시마육수,다시물,표기 통합(다시마육수)
mfds,937,9,국간장,국간장,그대로
mfds,937,10,마늘다진것,마늘,가공 상태 통합(다진것)
mfds,937,11,소금,소금,그대로
mfds,937,12,흰 후춧가루,후추,가루 표기 통합
mfds,977,1,양파다진것,양파,가공 상태 통합(다진것)
mfds,977,2,마늘다진것,마늘,가공 상태 통합(다진것)
mfds,977,3,생강다진것,생강,가공 상태 통합(다진것)
mfds,977,4,청고추다진것,청고추,가공 상태 통합(다진것)
mfds,977,5,새우다진것,새우,가공 상태 통합(다진것)
mfds,977,6,버터,버터,그대로
mfds,977,7,레몬주수,레몬,"조리과정에 ""토마토페이스트, 레몬즙, 새우를 넣고"" — 원문 표기 레몬주수는 오타"
mfds,977,8,생선육수,육수,표기 통합(생선육수)
mfds,977,9,카레가루,카레가루,그대로
mfds,977,10,토마토페이스트,토마토페이스트,그대로
mfds,977,11,달걀물,계란,확정 표기(달걀물→계란)
mfds,977,12,춘권피,춘권피,그대로
mfds,977,13,올리브오일,올리브유,확정 표기(올리브오일→올리브유)
mfds,754,1,대구살,대구살,그대로
mfds,754,2,소금,소금,그대로
mfds,754,3,흰후추,후추,판별 근거 없을 때 구분 안 만듦(D-027) — 흰후추
mfds,754,4,찹쌀가루,찹쌀가루,그대로
mfds,754,5,새송이버섯,새송이버섯,그대로
mfds,754,6,마늘,마늘,그대로
mfds,754,7,올리브유,올리브유,그대로
mfds,754,8,베이비채소,어린잎채소,표기 통합(베이비채소)
mfds,754,9,마요네즈,마요네즈,그대로
mfds,754,10,레몬즙,레몬,즙→원물 통합(D-033)
mfds,754,11,후추,후추,그대로
mfds,1019,1,흰살 생선,흰살 생선,판별불가 — 어종 명시 없음
mfds,1019,2,죽순,죽순,그대로
mfds,1019,3,청피망,피망,표기 통합(청피망)
mfds,1019,4,홍피망,피망,표기 통합(홍피망). 어휘에 피망 색 구분 없음
mfds,1019,5,건표고버섯,건표고버섯,그대로
mfds,1019,6,전분,전분,그대로
mfds,1019,7,치즈슬라이스,체다치즈,"조리과정에 ""슬라이스 치즈도 같은 길이로 채 썬다"""
mfds,1019,8,참기름,참기름,그대로
mfds,1019,9,소금,소금,그대로
mfds,1019,10,흰후춧가루,후추,가루 표기 통합
mfds,1019,11,잣,잣,그대로
mfds,1019,12,물,물,그대로
mfds,1019,13,설탕,설탕,그대로
mfds,1019,14,레몬즙,레몬,즙→원물 통합(D-033)
mfds,1019,15,간장,간장,그대로
mfds,1019,16,소금,소금,그대로
mfds,1065,1,쌀,쌀,그대로
mfds,1065,2,카레가루,카레가루,그대로
mfds,1065,3,묵은지,묵은지,그대로
mfds,1065,4,양파,양파,그대로
mfds,1065,5,애호박,애호박,그대로
mfds,1065,6,가지,가지,그대로
mfds,1065,7,참치,참치,그대로
mfds,1065,8,마요네즈,마요네즈,그대로
mfds,794,1,애호박,애호박,그대로
mfds,794,2,표고버섯,건표고버섯,"조리과정에 ""표고버섯은 불려서 꼭지를 떼고"" → 건조 구분"
mfds,794,3,청고추,청고추,그대로
mfds,794,4,소금,소금,그대로
mfds,794,5,시금치,시금치,그대로
mfds,794,6,참기름,참기름,그대로
mfds,794,7,통깨,통깨,그대로
mfds,794,8,식용유,식용유,그대로
mfds,794,9,후춧가루,후추,가루 표기 통합
mfds,794,10,밀가루,밀가루,그대로
mfds,794,11,물,물,그대로
mfds,794,12,간장,간장,그대로
mfds,794,13,식초,식초,그대로
mfds,794,14,물,물,그대로
mfds,1099,1,크랜베리,크랜베리,그대로
